valid_observations	high_confidence	medium_confidence	low_confidence	unknown	main_classifiable	main_classifiable_share	eu	uk	ch	other_non_eu	non_eu	eu_fraction	non_eu_fraction
1558	997	508	28	25	1505	0.9660	1187	157	14	147	318	0.7887	0.2113
